"id","recidivate","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","charge_name"
6077,0,1,0,23,0,0,0,1,"Grand Theft"
6892,1,2,0,20,0,0,1,1,"arrest case no charge"
629,0,3,0,21,0,0,0,0,"Battery"
9695,0,1,0,30,0,0,1,0,"Driving Under the Influence"
10349,1,2,0,28,0,0,1,1,"arrest case no charge"
1949,0,3,0,47,0,0,1,1,"arrest case no charge"
5891,0,1,0,41,0,0,0,1,"Battery"
3904,0,2,1,59,0,0,0,0,"Battery"
5440,1,2,1,36,0,0,3,1,"Possession of a Controlled Substance"
9309,0,6,0,47,0,0,0,1,"Other"
7135,0,1,0,57,0,0,3,1,"Battery"
8038,0,2,1,67,0,0,0,1,"Assault with a Deadly Weapon"
4256,1,2,0,34,0,0,0,1,"Battery"
210,1,2,0,32,0,0,3,1,"Possession of Cocaine"
5853,1,2,0,27,0,0,0,1,"Assault"
10556,0,2,1,27,0,1,1,1,"Forgery"
5170,1,6,0,22,0,0,0,1,"Other"
9032,0,2,0,41,0,0,0,0,"Battery"
317,0,2,1,28,0,0,1,1,"arrest case no charge"
3616,1,2,0,48,1,0,10,1,"Driving with a Suspended License"
5620,1,2,0,25,0,0,11,1,"Other"
3979,0,1,0,42,0,0,0,0,"Battery"
5666,0,1,0,39,0,0,3,1,"Possession of a Controlled Substance"
1848,1,1,0,44,0,0,0,1,"Other"
1954,1,1,0,37,0,0,1,0,"Battery"
9401,0,1,0,24,0,0,1,0,"Battery"
8675,0,1,0,40,0,0,5,1,"Possession of Cannabis/Marijuana"
6971,1,2,0,25,0,0,5,1,"arrest case no charge"
257,0,3,0,23,0,0,0,1,"Other"
1044,0,2,0,36,0,1,4,0,"Battery"
9136,0,2,0,26,0,0,5,1,"Burglary"
9243,0,1,0,39,0,0,3,1,"Other"
4909,0,3,0,25,0,0,0,0,"Battery"
6360,0,1,0,39,0,0,0,1,"Possession of Cocaine"
8758,1,1,0,47,0,0,13,0,"Battery"
7341,1,2,0,25,0,0,0,0,"Battery"
9326,1,1,0,35,0,0,3,0,"Battery"
10549,0,6,0,31,0,0,0,1,"Possession of Cannabis/Marijuana"
10987,0,3,0,26,0,0,0,1,"Battery"
6470,1,2,1,21,0,0,0,1,"Possession of a Controlled Substance"
2790,0,1,0,43,0,0,0,0,"Driving Under the Influence"
5924,1,2,0,28,0,0,7,0,"Other"
3415,1,2,0,31,0,0,2,1,"Driving with a Revoked License"
720,0,1,0,51,0,0,0,1,"Battery"
6213,0,1,1,40,0,0,1,1,"Possession of Cocaine"
3457,0,2,0,48,0,0,1,1,"Other"
2885,1,2,0,37,0,1,13,1,"Battery"
5244,0,1,0,43,0,0,2,1,"Possession of a Controlled Substance"
3782,1,2,0,32,0,0,16,1,"Driving with a Revoked License"
8935,0,2,0,24,2,1,10,0,"Driving with a Suspended License"
9346,0,2,1,31,0,0,0,0,"Other"
7821,0,1,0,30,0,0,1,1,"Possession of a Controlled Substance"
6794,1,1,0,25,4,0,13,1,"arrest case no charge"
3347,1,2,1,36,0,0,7,1,"Other"
10477,1,3,0,31,0,0,0,0,"Battery"
2287,1,2,0,37,1,0,12,0,"Other"
4171,0,2,0,21,0,0,0,1,"Other"
4198,1,2,0,37,0,0,22,1,"arrest case no charge"
8727,0,1,0,44,0,0,4,1,"Other"
8154,0,2,0,23,0,0,1,0,"Other"
259,0,3,0,52,0,0,2,0,"Other"
4808,1,2,0,57,0,0,23,1,"arrest case no charge"
8003,0,1,0,41,0,0,0,1,"Driving with a Revoked License"
7916,0,2,0,25,0,0,0,1,"Forgery"
7222,1,1,1,34,0,0,5,1,"Other"
7602,1,2,0,31,0,0,11,1,"Grand Theft"
10543,1,1,0,51,0,0,2,0,"Other"
9591,1,2,0,20,0,0,2,1,"Grand Theft"
1801,0,2,1,23,0,0,0,0,"Battery"
760,1,2,0,29,0,0,4,1,"arrest case no charge"
1212,1,2,1,24,0,0,1,0,"Battery"
25,1,2,0,64,0,0,13,1,"arrest case no charge"
4586,1,6,0,57,0,0,10,1,"Possession of Cocaine"
7266,0,1,0,24,0,0,0,1,"Other"
9824,0,3,0,57,0,0,1,0,"Driving Under the Influence"
1003,1,2,0,35,0,0,1,0,"Battery"
10148,1,2,0,31,0,0,11,0,"Battery"
3351,1,2,1,28,0,0,3,1,"arrest case no charge"
5539,1,2,0,29,0,0,6,1,"Possession of Cocaine"
3622,0,2,0,26,0,0,3,0,"Possession of a Controlled Substance"
4618,0,2,0,21,1,1,2,1,"arrest case no charge"
1741,1,2,0,24,0,0,5,1,"Forgery"
4661,0,2,0,43,0,0,8,0,"Battery"
5015,1,1,0,25,0,0,0,0,"Other"
6889,1,1,0,35,0,0,3,0,"arrest case no charge"
5572,0,2,1,37,0,0,4,0,"arrest case no charge"
2048,1,2,0,21,2,0,2,1,"Possession of Cocaine"
6801,0,1,0,44,0,0,1,1,"Possession of Cocaine"
4793,1,1,0,31,0,0,6,0,"Battery"
1344,0,2,0,51,0,0,3,1,"Grand Theft"
7281,0,1,0,38,0,0,0,0,"Driving Under the Influence"
4773,0,2,0,23,0,0,1,1,"Possession of Cocaine"
9714,1,2,0,23,0,0,8,1,"Grand Theft"
10500,1,2,0,31,0,3,15,1,"Other"
4680,0,3,0,34,0,0,0,1,"Battery"
10920,0,1,0,34,0,0,4,1,"Possession of Cannabis/Marijuana"
2053,0,2,0,23,0,0,0,0,"Battery"
3485,1,2,0,28,0,0,4,1,"Forgery"
579,1,2,0,22,0,0,4,1,"Grand Theft"
6860,1,3,0,21,0,0,0,0,"Driving Under the Influence"
8647,0,2,1,34,0,0,5,1,"arrest case no charge"
6872,0,2,0,57,0,0,2,1,"Possession of Cocaine"
10880,0,6,1,36,0,0,1,0,"Battery"
8098,0,2,1,21,0,0,0,0,"Battery"
5500,0,1,0,72,0,0,7,1,"Other"
3674,0,2,1,32,0,0,0,1,"Driving with a Suspended License"
533,1,2,1,23,0,0,0,1,"Driving with a Revoked License"
1332,1,6,0,33,0,0,4,1,"Possession of Cannabis/Marijuana"
9271,0,1,0,48,0,0,1,0,"Other"
1412,0,3,0,47,0,0,0,0,"Battery"
6916,0,2,0,23,0,0,1,1,"Grand Theft"
5772,1,1,0,38,0,0,5,1,"Grand Theft"
5392,0,2,0,47,0,0,1,0,"Battery"
9934,1,2,0,28,0,0,5,1,"Driving with a Revoked License"
2543,0,2,0,37,2,3,24,1,"Burglary"
7253,1,2,0,26,0,0,7,0,"Other"
4444,0,1,1,25,0,0,2,1,"Other"
3941,0,1,0,37,0,0,0,0,"Battery"
7493,1,2,1,20,0,0,0,1,"Burglary"
10120,1,6,1,29,0,0,2,0,"Battery"
8045,1,1,0,23,0,0,6,1,"Possession of a Controlled Substance"
10819,1,4,0,20,0,1,2,1,"Grand Theft"
2936,0,2,0,27,0,1,1,1,"Grand Theft"
7611,1,1,0,46,0,0,26,1,"Burglary"
9004,0,2,0,23,0,0,0,1,"arrest case no charge"
7196,0,2,0,53,0,0,6,1,"arrest case no charge"
8093,0,2,1,36,0,0,1,0,"Other"
1313,1,2,0,25,0,0,0,1,"Other"
3118,0,2,0,28,0,0,2,0,"Other"
7920,0,2,0,22,0,0,0,1,"Forgery"
7078,1,2,0,61,0,0,29,1,"Grand Theft"
10150,1,2,0,28,0,0,3,0,"Theft"
3557,1,3,0,20,1,0,1,1,"arrest case no charge"
1352,1,1,0,27,0,0,0,1,"Forgery"
8775,0,2,0,41,0,0,7,1,"arrest case no charge"
10483,0,2,0,21,0,0,0,0,"Battery"
1809,1,6,0,25,0,0,1,0,"Battery"
7296,0,6,0,57,0,0,0,0,"Battery"
113,1,2,0,22,0,0,1,0,"Battery"
7257,1,1,0,24,0,0,1,1,"Possession of Cannabis/Marijuana"
9596,1,2,0,26,0,0,1,1,"arrest case no charge"
3681,0,2,1,52,0,0,8,1,"arrest case no charge"
8575,0,2,0,34,0,0,1,0,"Battery"
6663,0,2,0,39,0,0,1,1,"Possession of Cannabis/Marijuana"
2301,1,2,0,23,0,3,5,1,"Burglary"
3994,0,3,0,31,0,0,0,0,"Theft"
10043,0,1,1,49,0,0,0,1,"Other"
5367,1,2,0,37,0,0,3,1,"Other"
8322,1,2,1,36,0,0,13,1,"Possession of Cocaine"
7904,0,2,1,33,0,0,0,0,"Battery"
291,0,1,0,45,0,0,2,1,"Other"
378,1,2,0,27,0,0,3,0,"Other"
6315,1,2,0,30,0,0,9,1,"Driving with a Revoked License"
5163,1,3,0,26,0,0,9,1,"Battery"
7757,0,3,0,34,0,0,1,0,"Battery"
4797,0,1,0,33,0,0,9,1,"Possession of a Controlled Substance"
8791,0,1,1,29,0,0,0,0,"Battery"
341,1,2,1,26,0,0,2,1,"arrest case no charge"
4274,1,2,0,25,0,0,4,1,"Possession of Cocaine"
6957,1,2,0,27,0,0,3,1,"Other"
285,1,6,1,52,0,0,0,0,"arrest case no charge"
8130,0,2,0,50,0,0,1,1,"Other"
5785,0,2,0,33,0,0,0,1,"Grand Theft"
4396,1,1,0,60,0,0,18,0,"Driving Under the Influence"
10969,1,2,0,24,0,0,2,0,"arrest case no charge"
1541,0,2,0,31,0,0,0,1,"Driving with a Revoked License"
1292,0,1,0,48,0,0,1,1,"Possession of Cocaine"
2009,1,2,0,32,0,0,4,0,"Driving with a Suspended License"
6439,1,2,0,25,0,0,5,1,"arrest case no charge"
166,1,2,0,21,0,0,3,1,"Grand Theft"
2157,1,2,1,21,0,0,1,0,"Other"
2907,1,2,0,22,0,0,3,1,"Battery"
7360,0,1,1,24,0,0,2,1,"arrest case no charge"
2400,0,2,0,30,0,2,11,1,"Other"
3403,1,2,0,34,0,0,5,1,"Grand Theft"
10931,0,3,0,28,0,0,1,1,"Other"
6145,0,2,0,37,0,0,6,0,"Battery"
5603,1,1,1,29,0,0,1,0,"Driving Under the Influence"
1227,0,3,0,36,0,0,11,1,"arrest case no charge"
10637,1,1,0,43,0,0,6,0,"Assault"
1990,1,2,0,47,0,0,7,1,"Driving with a Suspended License"
10429,1,6,0,27,0,0,2,0,"Other"
10008,1,1,0,28,0,0,1,1,"Possession of a Controlled Substance"
3357,0,2,0,43,0,0,0,1,"Other"
5052,0,1,0,44,0,0,0,1,"Grand Theft"
8357,1,2,0,22,0,0,0,1,"Grand Theft"
7439,1,2,0,38,0,0,1,1,"arrest case no charge"
1001,0,2,0,47,0,0,20,1,"Other"
10252,0,2,0,24,0,0,0,0,"Battery"
1909,0,1,0,57,0,0,0,0,"Battery"
75,1,1,0,48,0,0,20,1,"arrest case no charge"
4610,1,2,0,27,0,0,7,1,"Burglary"
2431,0,1,1,20,0,0,0,1,"Possession of Cocaine"
1670,1,2,0,23,0,0,1,1,"Other"
2589,0,3,1,34,0,0,5,1,"Other"
5935,1,2,0,24,0,0,3,1,"Burglary"
5921,1,1,0,52,0,0,4,0,"Other"
9386,1,2,0,32,0,0,4,1,"Battery"
10230,0,1,0,59,0,0,0,0,"Battery"
9578,0,2,0,26,0,0,5,0,"Battery"
6546,0,3,0,28,0,0,2,1,"Grand Theft"
4715,1,2,0,35,0,0,12,1,"Other"
376,1,2,0,22,0,0,3,0,"Other"
3713,1,2,0,25,0,0,1,1,"Other"
9981,1,2,0,21,0,0,1,1,"arrest case no charge"
316,0,1,0,27,0,0,2,0,"Other"
4127,1,2,1,19,0,0,0,0,"Other"
1938,0,1,1,44,0,0,1,0,"Driving Under the Influence"
5507,0,6,0,43,0,0,2,0,"Driving with a Suspended License"
2637,1,1,0,33,0,0,7,1,"Battery"
8707,0,2,0,31,0,0,0,0,"arrest case no charge"
8503,0,2,0,30,0,0,1,0,"Battery"
9075,0,3,1,35,0,0,0,1,"Grand Theft"
7572,1,1,0,50,0,0,9,0,"Driving with a Suspended License"
7704,0,2,0,29,0,0,0,1,"Grand Theft"
4655,0,1,0,31,0,0,10,0,"Possession of Cannabis/Marijuana"
4461,0,1,0,64,0,0,8,1,"Driving with a Revoked License"
424,1,2,0,28,0,0,3,0,"Possession of Cannabis/Marijuana"
1700,1,2,0,25,0,0,0,0,"Other"
9247,1,2,0,35,0,0,1,1,"Grand Theft"
1430,0,3,0,47,0,0,0,0,"Battery"
7437,1,1,1,29,0,0,20,1,"Driving with a Revoked License"
8230,0,1,0,56,0,0,2,0,"Battery"
7324,0,1,0,30,0,0,0,1,"Battery"
6837,1,1,0,51,0,0,3,0,"Theft"
4624,1,2,0,32,0,0,2,1,"Possession of Cocaine"
9552,1,3,0,27,0,0,1,1,"Grand Theft"
3155,1,6,0,39,0,1,4,1,"Possession of a Controlled Substance"
6669,0,2,0,39,0,0,35,1,"arrest case no charge"
10712,1,2,0,24,0,0,3,1,"Burglary"
4403,0,2,0,40,0,0,6,1,"Possession of Cocaine"
6691,0,1,1,28,0,0,7,1,"arrest case no charge"
9857,1,2,0,23,0,1,8,1,"Burglary"
10447,0,1,0,52,0,0,1,1,"Possession of Cocaine"
8,1,1,0,41,0,0,14,1,"Burglary"
10046,1,1,0,23,0,0,0,1,"Other"
9980,1,2,1,41,0,0,2,1,"Assault with a Deadly Weapon"
2513,1,2,0,22,0,0,13,1,"Possession of a Controlled Substance"
6560,0,2,1,54,0,0,6,1,"Theft"
4118,1,1,0,27,0,0,6,1,"arrest case no charge"
2738,0,6,0,31,0,0,0,0,"Other"
7394,0,1,0,39,0,0,1,1,"arrest case no charge"
9227,0,1,0,31,0,0,1,1,"arrest case no charge"
3891,1,2,1,21,0,0,0,1,"Other"
792,0,6,0,25,0,0,0,0,"Possession of Cannabis/Marijuana"
6722,0,1,0,34,0,0,3,0,"Other"
10083,0,1,0,33,0,0,0,0,"Battery"
1859,0,2,1,34,0,0,0,0,"Battery"
6961,1,2,0,33,0,0,0,0,"Battery"
9348,0,1,0,21,0,0,2,1,"arrest case no charge"
1197,1,2,0,22,0,1,1,1,"Other"
4102,0,2,0,22,0,1,2,1,"arrest case no charge"
3319,0,1,1,40,0,0,0,1,"Possession of Cocaine"
7009,1,2,0,22,0,0,1,1,"Grand Theft"
1795,0,3,1,22,0,0,0,1,"Grand Theft"
3987,1,1,0,25,0,0,2,1,"Other"
7837,0,1,0,56,0,0,1,1,"Possession of Cocaine"
1230,0,2,0,24,0,0,0,1,"Driving with a Revoked License"
8289,0,1,0,29,0,0,1,1,"Grand Theft"
5638,0,3,0,37,0,0,2,0,"Assault"
9847,1,2,1,48,0,0,0,1,"Other"
4163,1,1,1,30,0,0,0,0,"arrest case no charge"
1866,0,3,0,32,0,0,0,0,"Battery"
1696,0,3,1,35,0,0,10,1,"Battery"
9869,0,2,0,48,0,0,12,0,"arrest case no charge"
10303,1,3,0,22,0,0,0,1,"Other"
3064,0,1,0,42,0,0,1,0,"Battery"
3163,0,1,0,39,0,0,0,0,"Battery"
2018,1,2,0,22,0,3,6,1,"arrest case no charge"
7946,0,1,0,24,0,0,0,1,"Battery"
2360,0,3,0,22,0,0,2,1,"arrest case no charge"
7677,0,1,1,28,0,0,0,0,"Other"
7328,1,2,0,32,0,0,6,1,"Possession of Cannabis/Marijuana"
5307,0,2,0,36,0,0,4,1,"Possession of Cocaine"
2134,0,2,0,23,1,0,1,0,"Battery"
9439,1,2,0,28,0,0,2,1,"Possession of Cocaine"
842,0,3,1,50,0,0,1,1,"Other"
10336,1,2,0,29,1,0,3,0,"Battery"
4265,0,2,0,60,0,0,9,1,"Possession of Cocaine"
3812,1,2,0,26,0,0,1,1,"arrest case no charge"
5776,0,1,0,26,0,0,1,1,"arrest case no charge"
7588,1,3,0,30,0,1,14,1,"Battery"
6685,0,2,0,44,0,0,0,0,"Other"
7275,0,1,1,39,0,0,0,0,"Driving Under the Influence"
10370,0,1,1,26,0,0,0,1,"Assault with a Deadly Weapon"
5677,1,1,0,63,0,0,10,1,"Other"
9337,0,1,0,44,0,0,1,1,"Burglary"
2363,0,1,0,41,0,0,5,1,"Driving with a Suspended License"
2899,1,1,0,30,0,1,11,1,"arrest case no charge"
8902,0,6,0,23,0,0,0,0,"Possession of Cannabis/Marijuana"
5846,0,3,0,34,0,0,3,0,"Battery"
1447,0,1,0,41,0,0,5,1,"Driving with a Suspended License"
3880,1,2,0,45,0,0,0,1,"Driving with a Revoked License"
2090,0,2,1,23,0,0,0,0,"Battery"
6952,0,2,0,21,0,0,0,1,"Burglary"
7561,0,1,0,33,0,0,10,1,"Grand Theft"
4004,0,2,1,27,0,0,1,1,"arrest case no charge"
3881,1,2,0,31,0,1,10,1,"Driving with a Revoked License"
2439,0,2,1,46,0,0,1,0,"Driving with a Suspended License"
5995,0,1,0,39,0,0,6,1,"arrest case no charge"
10918,0,1,0,30,0,0,2,1,"arrest case no charge"
3130,0,2,0,41,0,0,19,1,"Driving with a Revoked License"
4971,1,2,0,19,0,1,2,1,"Grand Theft"
8764,0,2,0,27,0,0,2,1,"Other"
2226,1,1,0,31,1,0,2,0,"Possession of Cannabis/Marijuana"
3598,0,2,0,34,0,0,1,1,"arrest case no charge"
8649,1,1,0,34,0,0,3,1,"arrest case no charge"
8321,1,2,1,48,0,0,18,1,"arrest case no charge"
9183,0,1,1,30,0,0,0,0,"Battery"
2130,1,1,0,55,0,0,2,0,"Battery"
9282,0,2,1,22,0,0,0,1,"Grand Theft"
9827,0,1,0,27,0,0,0,1,"Burglary"
8240,0,2,1,36,0,0,1,0,"Battery"
5416,0,2,0,31,0,0,2,0,"Driving with a Suspended License"
7337,0,6,0,30,0,0,2,1,"arrest case no charge"
10145,0,3,1,44,0,0,0,0,"Battery"
7219,0,2,0,32,0,0,3,1,"Grand Theft"
6820,0,2,0,25,0,0,1,1,"Other"
3614,1,2,0,26,0,0,1,1,"arrest case no charge"
5383,1,2,1,19,0,0,1,1,"Burglary"
7144,0,2,0,34,0,0,3,0,"arrest case no charge"
5525,1,1,0,34,0,0,5,1,"Other"
9648,0,1,0,51,0,0,3,1,"Driving Under the Influence"
8066,1,1,0,24,0,0,2,1,"Driving with a Suspended License"
5534,0,3,0,35,0,0,5,0,"Other"
8217,0,3,0,24,0,0,0,1,"Other"
5618,0,1,0,51,0,0,1,0,"Battery"
6592,0,1,1,59,0,0,0,0,"Driving Under the Influence"
10870,1,1,1,42,0,0,4,1,"Battery"
4735,0,2,0,23,0,0,0,1,"Grand Theft"
10490,1,1,0,27,0,0,0,1,"Possession of Cocaine"
8483,0,2,1,30,0,0,4,1,"Other"
2220,1,2,0,52,0,0,15,0,"Driving Under the Influence"
10184,0,2,0,30,0,0,1,0,"Battery"
2539,1,2,1,25,0,0,4,0,"arrest case no charge"
6719,1,2,0,38,0,0,2,1,"Possession of Cocaine"
9394,0,1,0,29,0,0,4,1,"Possession of Cocaine"
8820,1,2,0,24,0,0,2,0,"Battery"
9935,1,2,0,24,0,5,15,1,"Other"
9178,1,2,1,33,0,0,3,0,"Other"
7011,0,2,0,51,0,0,8,0,"Other"
9341,1,3,0,20,0,0,1,1,"arrest case no charge"
3990,1,2,0,35,0,0,10,0,"arrest case no charge"
5591,1,2,0,27,0,0,6,1,"Other"
8269,1,2,1,29,0,1,11,1,"arrest case no charge"
2059,0,3,0,39,0,0,0,1,"Other"
1101,0,3,1,37,0,0,1,1,"Grand Theft"
3043,0,2,0,34,0,0,3,1,"arrest case no charge"
1536,0,2,0,28,0,0,1,1,"Assault with a Deadly Weapon"
5445,1,2,0,34,0,2,9,0,"Driving with a Suspended License"
5981,1,1,1,44,0,0,1,0,"Battery"
9570,1,2,0,22,0,0,0,1,"Burglary"
4501,1,2,1,20,1,0,1,1,"Grand Theft"
4839,0,2,0,35,0,0,5,1,"Battery"
4831,0,1,0,33,0,0,10,0,"Battery"
6946,1,2,0,22,0,1,2,1,"arrest case no charge"
5484,0,1,0,57,0,0,1,1,"Assault with a Deadly Weapon"
3295,0,3,0,44,0,0,0,0,"Driving Under the Influence"
5142,0,2,1,50,0,0,4,1,"Other"
3197,0,6,1,27,0,0,0,0,"Battery"
8774,0,1,0,38,0,0,3,0,"Other"
649,0,1,0,27,0,0,3,0,"Other"
3446,1,2,0,27,0,0,2,0,"Driving with a Suspended License"
10299,0,2,0,41,0,0,1,0,"Battery"
6657,1,2,1,40,0,0,15,1,"arrest case no charge"
10130,0,2,1,48,0,0,1,1,"Possession of a Controlled Substance"
1774,0,1,0,23,0,1,1,0,"Battery"
8112,0,2,1,55,0,0,1,0,"Assault with a Deadly Weapon"
5314,0,2,0,33,0,0,4,1,"arrest case no charge"
4530,0,6,0,25,0,0,2,1,"Other"
1238,1,1,1,32,0,0,1,0,"Battery"
10882,0,1,1,24,0,0,1,1,"Burglary"
1834,0,1,0,31,0,0,0,1,"Other"
7268,0,2,0,35,0,0,29,1,"Other"
5524,0,2,0,41,0,0,7,1,"arrest case no charge"
6911,1,3,0,20,0,0,0,0,"Other"
6178,0,1,0,27,0,0,5,0,"Driving with a Suspended License"
10258,1,1,0,54,0,0,3,1,"Grand Theft"
968,1,1,1,35,0,0,0,1,"Other"
5827,1,2,0,23,0,0,2,0,"Battery"
5871,0,1,0,54,0,0,2,1,"arrest case no charge"
7898,0,2,0,35,0,0,2,1,"Other"
9060,0,1,0,29,0,0,2,0,"Other"
3412,0,1,0,25,0,0,0,0,"Battery"
10076,0,2,0,21,0,0,2,1,"Grand Theft"
7890,0,2,0,26,0,0,6,0,"Driving with a Suspended License"
8856,0,6,0,26,0,0,1,0,"Battery"
5604,0,2,0,33,0,0,8,1,"Assault with a Deadly Weapon"
9830,0,1,0,48,0,0,0,1,"Possession of Cocaine"
107,1,2,0,29,0,0,5,1,"Other"
10794,1,2,0,29,0,0,15,1,"Driving with a Revoked License"
5732,1,1,1,33,0,0,0,0,"Possession of Cannabis/Marijuana"
6027,1,2,0,33,0,0,2,1,"Other"
5406,0,3,0,31,0,0,2,1,"Assault with a Deadly Weapon"
